day,month,year,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,y,age_group,uk_interest_rate,uk_unemployment_pct,uk_gdp_growth_pct,uk_inflation_pct,uk_avg_salary_gbp,uk_consumer_confidence,uk_household_debt_to_income
28,jan,2018,52,technician,married,tertiary,no,2557,no,no,cellular,134,5,204,2,success,1,46-55,0.75,4.1,1.3,2.5,28200,−9,138.7
27,apr,2019,31,management,married,tertiary,no,2395,no,no,cellular,218,1,-1,0,,0,26-35,0.75,3.8,1.6,1.8,29000,−14,137.1
9,jun,2020,60,management,married,primary,no,4895,no,no,,313,1,-1,0,,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
6,may,2020,35,blue-collar,single,secondary,no,376,yes,yes,,207,3,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
6,may,2020,38,management,married,tertiary,no,389,yes,no,,262,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
19,aug,2021,46,management,divorced,tertiary,no,134,no,no,cellular,134,2,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
11,jun,2020,45,entrepreneur,divorced,tertiary,no,1273,yes,yes,,197,3,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
12,may,2020,59,services,married,secondary,no,0,yes,no,cellular,214,3,-1,0,,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
30,jul,2021,34,management,married,tertiary,no,2892,yes,yes,cellular,1165,7,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
7,may,2020,33,technician,divorced,secondary,no,0,yes,no,cellular,177,2,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
23,may,2020,46,management,single,secondary,no,295,yes,no,,141,6,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
29,jul,2021,48,admin.,married,secondary,no,292,yes,yes,cellular,164,6,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
16,jul,2021,31,services,single,secondary,no,85,no,no,cellular,151,1,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
4,feb,2018,32,technician,married,secondary,no,4,no,no,cellular,145,2,260,4,failure,0,26-35,0.75,4.1,1.3,2.5,28200,−9,138.7
26,may,2020,35,blue-collar,divorced,primary,no,-587,yes,no,,111,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
2,feb,2018,36,blue-collar,single,primary,no,367,no,no,cellular,217,1,221,1,failure,0,36-45,0.75,4.1,1.3,2.5,28200,−9,138.7
7,may,2020,52,management,married,tertiary,no,-1224,yes,no,cellular,253,4,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
18,jun,2020,45,management,divorced,tertiary,no,959,no,no,,74,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
20,aug,2021,34,management,married,tertiary,no,0,no,no,cellular,263,2,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
3,jun,2020,25,blue-collar,married,primary,yes,-589,yes,no,,233,1,-1,0,,0,18-25,0.1,4.9,−9.4,0.9,28500,−34,142.8
13,aug,2021,26,management,single,tertiary,no,-8,no,no,cellular,402,2,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
30,sep,2022,57,management,married,,no,0,no,no,cellular,585,1,-1,0,,0,56-65,1.75,3.7,4.1,9.1,31000,−41,152.6
14,may,2020,48,management,married,primary,no,247,yes,yes,,145,1,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
16,jun,2020,48,technician,married,,no,5543,no,no,,143,5,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
8,jul,2021,32,blue-collar,married,primary,no,642,no,yes,cellular,524,1,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
11,aug,2021,58,retired,married,secondary,no,11,no,no,cellular,270,1,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
4,jun,2020,57,management,married,primary,no,-226,yes,no,,272,1,-1,0,,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
20,nov,2023,31,entrepreneur,married,tertiary,no,5191,no,no,cellular,187,2,-1,0,,0,26-35,5.25,4.2,0.3,7.3,33000,−24,158.9
18,may,2020,33,blue-collar,single,secondary,no,-320,no,no,cellular,268,2,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
17,nov,2023,53,entrepreneur,married,tertiary,no,2289,yes,yes,cellular,183,1,-1,0,,0,46-55,5.25,4.2,0.3,7.3,33000,−24,158.9
27,feb,2018,36,admin.,married,secondary,no,725,yes,no,cellular,123,3,99,8,failure,0,36-45,0.75,4.1,1.3,2.5,28200,−9,138.7
20,apr,2019,32,technician,single,tertiary,no,705,yes,no,cellular,20,4,-1,0,,0,26-35,0.75,3.8,1.6,1.8,29000,−14,137.1
6,feb,2018,45,blue-collar,married,secondary,no,776,yes,no,cellular,232,4,253,1,failure,0,36-45,0.75,4.1,1.3,2.5,28200,−9,138.7
19,nov,2023,35,unemployed,married,tertiary,no,816,yes,no,cellular,547,7,-1,0,,0,26-35,5.25,4.2,0.3,7.3,33000,−24,158.9
21,jul,2021,41,services,married,secondary,no,171,no,no,cellular,71,9,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
31,jul,2021,54,services,married,secondary,no,812,no,no,cellular,113,6,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
8,aug,2021,49,services,married,secondary,no,823,no,no,cellular,780,4,-1,0,,1,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
12,may,2020,28,technician,single,secondary,no,1453,yes,no,cellular,246,1,343,1,other,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
3,jun,2020,24,blue-collar,single,,no,431,yes,no,,108,12,-1,0,,0,18-25,0.1,4.9,−9.4,0.9,28500,−34,142.8
29,jan,2018,30,admin.,single,secondary,no,1009,yes,no,cellular,253,1,-1,0,,0,26-35,0.75,4.1,1.3,2.5,28200,−9,138.7
6,aug,2021,32,self-employed,married,primary,no,286,yes,no,cellular,175,1,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
15,may,2020,53,entrepreneur,married,tertiary,no,22370,yes,no,,106,1,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
7,may,2020,42,blue-collar,married,primary,no,2111,yes,no,cellular,86,2,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
21,may,2020,48,blue-collar,married,primary,no,5366,yes,no,,248,3,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
28,jul,2021,33,technician,married,secondary,no,181,yes,yes,telephone,265,2,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
26,may,2020,31,blue-collar,divorced,secondary,no,-452,yes,no,,182,5,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
5,feb,2018,56,unemployed,divorced,primary,no,1770,no,no,cellular,916,3,-1,0,,0,56-65,0.75,4.1,1.3,2.5,28200,−9,138.7
4,aug,2021,58,retired,married,primary,no,0,no,no,cellular,506,1,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
20,apr,2019,37,admin.,single,secondary,no,-296,yes,no,cellular,81,1,-1,0,,0,36-45,0.75,3.8,1.6,1.8,29000,−14,137.1
17,apr,2019,59,management,married,primary,no,2358,yes,no,cellular,30,1,-1,0,,0,56-65,0.75,3.8,1.6,1.8,29000,−14,137.1
14,aug,2021,50,management,single,tertiary,no,1200,no,no,cellular,904,3,-1,0,,1,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
6,may,2020,39,housemaid,single,primary,no,109,yes,no,,699,3,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
6,may,2020,30,technician,married,secondary,no,616,yes,no,cellular,19,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
14,may,2020,47,services,divorced,secondary,no,4906,yes,no,,389,1,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
6,aug,2021,44,self-employed,married,secondary,no,313,no,no,cellular,211,4,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
16,apr,2019,38,blue-collar,married,primary,no,290,yes,no,cellular,283,1,-1,0,,0,36-45,0.75,3.8,1.6,1.8,29000,−14,137.1
12,aug,2021,50,management,married,tertiary,no,1240,no,no,cellular,474,2,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
15,may,2020,27,admin.,single,tertiary,no,3672,yes,no,cellular,157,2,351,5,failure,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
5,nov,2023,73,retired,married,secondary,no,19,no,no,cellular,509,2,-1,0,,0,65+,5.25,4.2,0.3,7.3,33000,−24,158.9
7,may,2020,46,blue-collar,married,primary,no,143,yes,no,,279,1,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
17,jul,2021,56,retired,divorced,secondary,no,212,no,yes,telephone,27,1,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
11,aug,2021,36,management,married,tertiary,no,9,no,no,cellular,386,4,-1,0,,1,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
18,nov,2023,33,blue-collar,married,primary,no,3074,no,no,cellular,679,1,-1,0,,0,26-35,5.25,4.2,0.3,7.3,33000,−24,158.9
2,jun,2020,40,management,married,tertiary,no,1734,yes,no,,169,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
3,jun,2020,52,management,married,tertiary,no,575,no,no,,315,1,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
20,aug,2021,51,blue-collar,married,secondary,no,397,yes,no,cellular,293,2,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
3,feb,2018,33,blue-collar,married,secondary,no,640,yes,no,cellular,439,3,-1,0,,0,26-35,0.75,4.1,1.3,2.5,28200,−9,138.7
19,may,2020,54,services,married,secondary,no,158,yes,no,,198,1,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
15,may,2020,44,management,married,secondary,no,2984,yes,no,,770,2,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
30,jul,2021,50,entrepreneur,married,secondary,no,1011,yes,no,telephone,340,2,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
26,apr,2019,45,blue-collar,single,secondary,no,0,yes,no,cellular,1472,1,192,4,failure,1,36-45,0.75,3.8,1.6,1.8,29000,−14,137.1
4,aug,2021,36,management,married,tertiary,no,1133,yes,no,cellular,293,1,181,2,other,1,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
2,mar,2019,42,technician,married,secondary,no,4945,yes,no,cellular,311,2,-1,0,,1,36-45,0.75,3.8,1.6,1.8,29000,−14,137.1
18,nov,2023,37,technician,married,secondary,no,712,yes,no,cellular,291,2,-1,0,,0,36-45,5.25,4.2,0.3,7.3,33000,−24,158.9
21,may,2020,28,services,single,secondary,no,-427,yes,yes,,965,2,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
9,jun,2020,56,admin.,married,secondary,no,2146,no,yes,,594,1,-1,0,,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
12,may,2020,59,admin.,married,secondary,no,92,yes,no,cellular,139,2,350,1,failure,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
6,may,2020,32,unemployed,married,secondary,no,10,yes,no,,501,4,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
15,jul,2021,57,retired,married,primary,no,1238,yes,no,cellular,274,1,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
21,nov,2023,49,admin.,single,secondary,no,981,yes,no,telephone,10,3,-1,0,,0,46-55,5.25,4.2,0.3,7.3,33000,−24,158.9
20,jun,2020,56,entrepreneur,married,,no,575,no,no,,18,2,-1,0,,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
14,may,2020,48,admin.,divorced,,no,-70,no,no,cellular,243,1,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
22,may,2020,27,student,single,tertiary,no,3733,yes,no,cellular,198,1,98,6,success,1,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
16,jul,2021,31,management,single,tertiary,no,574,yes,no,cellular,410,2,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
19,may,2020,28,blue-collar,single,secondary,no,43,no,no,,190,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
28,may,2020,36,management,married,tertiary,no,428,no,no,,121,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
9,jul,2021,58,housemaid,married,primary,no,0,yes,no,telephone,148,1,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
20,apr,2019,46,admin.,married,secondary,no,0,yes,yes,cellular,239,2,259,2,failure,0,46-55,0.75,3.8,1.6,1.8,29000,−14,137.1
7,aug,2021,32,management,single,tertiary,no,474,yes,no,cellular,90,3,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
6,jun,2020,39,services,married,secondary,no,-540,no,no,,29,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
2,apr,2019,35,self-employed,married,tertiary,no,560,yes,no,cellular,58,1,136,1,failure,0,26-35,0.75,3.8,1.6,1.8,29000,−14,137.1
18,jul,2021,31,management,married,tertiary,no,325,yes,no,cellular,1139,2,-1,0,,1,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
5,aug,2021,29,management,single,tertiary,no,437,no,no,cellular,504,1,92,1,success,1,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
5,aug,2021,48,blue-collar,married,primary,no,574,no,no,cellular,348,1,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
30,jul,2021,60,retired,married,primary,no,0,no,no,telephone,130,3,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
26,jan,2018,74,retired,married,secondary,no,935,no,no,cellular,100,1,104,1,other,0,65+,0.75,4.1,1.3,2.5,28200,−9,138.7
29,may,2020,30,services,married,secondary,no,699,yes,no,,544,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
19,may,2020,52,admin.,single,primary,no,0,no,no,,182,11,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
2,apr,2019,24,blue-collar,married,secondary,no,-220,yes,no,cellular,90,1,-1,0,,0,18-25,0.75,3.8,1.6,1.8,29000,−14,137.1
28,may,2020,29,services,married,secondary,no,11417,yes,no,,272,2,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
11,jul,2021,33,housemaid,married,primary,no,212,yes,no,cellular,260,2,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
8,may,2020,34,blue-collar,married,secondary,no,67,yes,yes,,672,3,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
29,oct,2022,45,admin.,divorced,secondary,no,0,no,no,cellular,264,1,-1,0,,1,36-45,1.75,3.7,4.1,9.1,31000,−41,152.6
15,jul,2021,31,blue-collar,married,secondary,no,0,no,yes,telephone,275,2,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
23,oct,2022,45,technician,married,secondary,no,1673,no,no,cellular,76,1,-1,0,,0,36-45,1.75,3.7,4.1,9.1,31000,−41,152.6
4,jun,2020,27,services,married,secondary,no,-1202,yes,no,,749,2,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
25,aug,2021,30,management,single,tertiary,no,4213,no,no,cellular,142,4,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
26,aug,2021,45,blue-collar,married,primary,no,0,no,no,cellular,454,2,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
18,may,2020,57,blue-collar,married,secondary,no,1521,yes,yes,cellular,102,2,178,5,failure,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
30,jan,2018,34,management,married,tertiary,no,1310,no,no,telephone,521,3,158,7,other,0,26-35,0.75,4.1,1.3,2.5,28200,−9,138.7
17,nov,2023,40,admin.,married,secondary,no,0,yes,yes,cellular,57,1,-1,0,,0,36-45,5.25,4.2,0.3,7.3,33000,−24,158.9
9,apr,2019,39,management,married,tertiary,no,399,no,no,cellular,504,1,-1,0,,0,36-45,0.75,3.8,1.6,1.8,29000,−14,137.1
11,aug,2021,46,technician,married,tertiary,no,405,no,no,cellular,138,3,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
5,jun,2020,55,management,divorced,tertiary,no,9756,yes,no,cellular,103,2,95,1,other,1,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
17,feb,2018,25,management,single,tertiary,no,2506,no,no,cellular,485,1,-1,0,,1,18-25,0.75,4.1,1.3,2.5,28200,−9,138.7
5,aug,2021,34,management,married,tertiary,no,697,no,no,cellular,166,1,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
8,may,2020,37,blue-collar,married,primary,no,403,yes,no,cellular,318,2,338,1,success,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
3,jul,2021,64,retired,divorced,tertiary,no,890,no,no,cellular,531,3,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
13,may,2020,45,technician,divorced,secondary,no,809,yes,no,cellular,155,2,363,4,failure,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
10,jul,2021,57,housemaid,married,secondary,no,158,yes,no,telephone,73,1,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
12,may,2020,21,student,single,,no,137,yes,no,,198,3,-1,0,,0,18-25,0.1,4.9,−9.4,0.9,28500,−34,142.8
14,aug,2021,58,housemaid,married,secondary,no,2705,no,no,telephone,137,1,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
1,jul,2021,41,blue-collar,single,secondary,no,75,yes,no,,479,9,-1,0,,1,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
9,may,2020,41,management,married,,no,2457,yes,no,,285,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
8,may,2020,58,management,married,tertiary,no,541,yes,no,cellular,98,1,-1,0,,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
15,may,2020,33,management,married,tertiary,no,287,yes,no,cellular,199,2,274,3,other,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
18,jul,2021,32,management,married,tertiary,no,273,yes,yes,cellular,97,3,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
4,jun,2020,44,services,divorced,secondary,no,0,yes,no,,389,5,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
7,aug,2021,47,,married,,no,677,no,no,cellular,384,1,99,4,success,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
6,jun,2020,41,self-employed,married,primary,no,340,no,no,,37,3,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
8,aug,2021,54,technician,married,tertiary,no,98,no,no,cellular,420,4,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
7,may,2020,47,technician,divorced,tertiary,no,477,yes,no,telephone,973,1,366,1,failure,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
28,aug,2021,32,management,single,tertiary,no,2629,no,no,cellular,77,4,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
29,jul,2021,59,housemaid,married,tertiary,no,0,no,yes,cellular,376,2,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
2,feb,2018,29,technician,single,tertiary,no,2325,no,no,cellular,125,1,-1,0,,1,26-35,0.75,4.1,1.3,2.5,28200,−9,138.7
20,aug,2021,48,services,married,secondary,yes,-20,no,no,cellular,142,2,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
18,may,2020,32,technician,single,secondary,no,230,yes,no,cellular,442,1,266,8,failure,1,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
29,aug,2021,46,management,divorced,secondary,no,-852,no,yes,cellular,728,2,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
21,may,2020,31,blue-collar,single,primary,no,-280,no,no,,281,3,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
22,aug,2021,53,blue-collar,married,secondary,no,25,no,no,cellular,528,2,-1,0,,1,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
20,nov,2023,34,technician,single,tertiary,no,9851,yes,no,cellular,128,5,-1,0,,0,26-35,5.25,4.2,0.3,7.3,33000,−24,158.9
16,jun,2020,48,services,single,,no,5095,yes,no,,71,1,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
20,aug,2021,32,technician,married,secondary,no,687,no,no,cellular,161,4,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
12,aug,2021,31,management,married,secondary,no,1368,yes,no,cellular,129,4,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
15,may,2020,27,blue-collar,single,primary,no,-179,yes,no,cellular,54,2,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
11,may,2020,60,admin.,married,secondary,no,-396,yes,no,cellular,443,1,350,1,failure,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
6,may,2020,34,blue-collar,single,tertiary,no,1011,yes,no,,136,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
6,jun,2020,52,self-employed,married,secondary,no,9,no,yes,,44,1,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
15,may,2020,48,blue-collar,married,secondary,no,1159,yes,yes,cellular,1181,9,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
9,jun,2020,45,technician,married,primary,no,-322,no,no,,225,2,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
30,jan,2018,54,technician,divorced,secondary,no,1114,yes,no,cellular,81,1,-1,0,,0,46-55,0.75,4.1,1.3,2.5,28200,−9,138.7
10,jul,2021,52,services,married,secondary,no,2072,no,no,cellular,224,1,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
29,jul,2021,47,entrepreneur,married,tertiary,no,459,yes,no,cellular,189,4,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
26,may,2020,54,,married,secondary,no,1157,no,no,cellular,98,2,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
19,nov,2023,34,blue-collar,married,secondary,no,8309,yes,yes,cellular,50,1,-1,0,,0,26-35,5.25,4.2,0.3,7.3,33000,−24,158.9
18,aug,2021,39,technician,single,tertiary,no,1043,no,no,cellular,195,10,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
7,aug,2021,46,technician,married,secondary,no,2098,no,no,cellular,110,2,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
28,jan,2018,26,unemployed,single,secondary,no,461,no,no,cellular,214,1,-1,0,,0,26-35,0.75,4.1,1.3,2.5,28200,−9,138.7
19,may,2020,37,technician,single,secondary,no,61,yes,no,,182,8,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
17,apr,2019,47,blue-collar,married,secondary,no,1203,yes,no,cellular,239,2,-1,0,,0,46-55,0.75,3.8,1.6,1.8,29000,−14,137.1
12,aug,2021,35,technician,married,secondary,no,1067,no,yes,cellular,179,6,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
9,jun,2020,57,unemployed,married,primary,no,0,no,no,,540,1,-1,0,,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
18,may,2020,34,management,married,tertiary,no,1657,yes,no,cellular,566,2,356,4,failure,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
18,aug,2021,47,technician,married,secondary,no,1219,no,no,cellular,697,4,-1,0,,1,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
15,may,2020,27,technician,married,secondary,no,7,yes,no,,98,2,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
16,jul,2021,40,blue-collar,married,secondary,no,-839,yes,yes,cellular,1018,2,-1,0,,1,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
5,feb,2018,39,technician,married,secondary,no,994,no,no,cellular,221,1,241,1,failure,0,36-45,0.75,4.1,1.3,2.5,28200,−9,138.7
30,oct,2022,36,entrepreneur,married,tertiary,no,6,no,no,telephone,246,1,-1,0,,0,36-45,1.75,3.7,4.1,9.1,31000,−41,152.6
21,aug,2021,42,technician,single,secondary,no,0,no,no,cellular,656,2,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
3,jun,2020,23,blue-collar,single,primary,no,8627,yes,no,,281,1,-1,0,,0,18-25,0.1,4.9,−9.4,0.9,28500,−34,142.8
8,may,2020,34,management,married,tertiary,no,133,yes,no,,65,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
26,may,2020,34,blue-collar,married,secondary,no,247,yes,yes,,193,5,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
17,nov,2023,49,services,married,secondary,no,1114,no,no,cellular,283,1,-1,0,,0,46-55,5.25,4.2,0.3,7.3,33000,−24,158.9
20,jun,2020,57,blue-collar,married,primary,no,1592,no,yes,,78,4,-1,0,,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
8,may,2020,59,retired,married,,no,0,no,no,,425,6,-1,0,,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
7,aug,2021,57,admin.,married,tertiary,no,46,no,no,cellular,238,2,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
6,may,2020,34,blue-collar,married,secondary,no,1221,yes,no,cellular,182,1,90,8,failure,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
18,aug,2021,61,management,married,secondary,no,985,no,no,cellular,998,6,-1,0,,1,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
8,may,2020,35,blue-collar,divorced,secondary,no,0,yes,no,,477,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
4,nov,2023,42,management,married,tertiary,no,520,no,no,cellular,158,1,-1,0,,0,36-45,5.25,4.2,0.3,7.3,33000,−24,158.9
8,jul,2021,57,services,married,tertiary,no,10,no,no,telephone,320,3,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
13,may,2020,42,blue-collar,married,secondary,no,2157,yes,no,cellular,149,1,364,2,failure,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
14,may,2020,53,retired,married,secondary,no,6095,yes,yes,cellular,410,5,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
13,feb,2018,63,retired,married,tertiary,no,133,yes,no,cellular,104,2,-1,0,,0,56-65,0.75,4.1,1.3,2.5,28200,−9,138.7
20,jun,2020,47,self-employed,married,secondary,no,1121,no,no,,454,6,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
13,may,2020,54,services,married,secondary,no,88,yes,no,,190,1,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
